ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID
Gothic-47-magen-1,1036,Gothic,47-magen,qiþus,qiþus,kʷ ɪ θ u s,,557564,,,^ qiþus $,default,Magen;  Mutterschoß,Magen-1,2317-qius
Gothic-64-stein-1,1037,Gothic,64-stein,stains,stains,s t ɛ n s,,557564,,,^ stains $,default,Stein,Stein-1,2739-stains
Gothic-227-erzahlung-1,1038,Gothic,227-erzahlung,insahts,insahts,ɪ n s a h t s,,557564,,,^ insahts $,default,Erzählung;  Aussage;  Zeugnis,Erzahlung-1,1582-insahts
Gothic-309-ofen-1,1039,Gothic,309-ofen,auhns*,auhns,ɔ h n̥ s,,557564,,,^ auhns $,default,Ofen,Ofen-1,364-auhns
Gothic-384-riemen-1,1040,Gothic,384-riemen,skaudaraip,skaudaraip,s k ɔ ð a r ɛ p,,557564,,,^ skaudaraip $,default,Riemen,Riemen-1,2618-skaudaraip
Gothic-392-starke-1,1042,Gothic,392-starke,swinþei,swinþei,s w ɪ n θ i,,557564,,,^ swinþei $,default,Kraft; Stärke,Starke-1,2864-swinei
Gothic-934-schlagen-1,1043,Gothic,934-schlagen,bliggwan,bliggwan,b l ɪ ɡ ɡ w a n,,557564,,,^ bliggwan $,default,schlagen,schlagen-1,539-bliggwan
Gothic-934-schlagen-2,1044,Gothic,934-schlagen,slahan,slahan,s l a h a n,,557564,,,^ slahan $,default,schlagen,schlagen-2,2647-slahan
Gothic-262-strich-1,1047,Gothic,262-strich,striks,striks,s t r ɪ k s,,557564,,,^ striks $,default,Strich,Strich-1,2791-striks
Gothic-262-strich-2,1048,Gothic,262-strich,writs,writs,w r ɪ t s,,557564,,,^ writs $,default,Strich,Strich-2,3618-writs
Gothic-538-stark-1,1049,Gothic,538-stark,abrs,abrs,a β r̥ s,,557564,,,^ abrs $,default,stark;  heftig,stark-1,9-abrs
Gothic-538-stark-2,1050,Gothic,538-stark,swinþs,swinþs,s w ɪ n θ s,,557564,,,^ swinþs $,default,stark;  gesund;  kräftig,stark-2,2869-swins
Gothic-587-plotzlich-1,1053,Gothic,587-plotzlich,anaks,anaks,a n a k s,,557564,,,^ anaks $,default,plötzlich,plotzlich-1,227-anaks
Gothic-587-plotzlich-2,1055,Gothic,587-plotzlich,unweniggo,unweniggo,u n w e n ɪ ŋ ɡ o,,557564,,,^ unweniggo $,default,plötzlich; unerwartet,plotzlich-3,3301-unweniggo
Gothic-459-sommer-1,1056,Gothic,459-sommer,asans,asans,a s a n s,,557564,,,^ asans $,default,Sommer,Sommer-1,330-asans
Gothic-57-sonne-1,1058,Gothic,57-sonne,sauïl,sauɪl,s ɔ ɪ l,,557564,,,^ sauɪl $,default,Sonne,Sonne-1,2507-sauil
Gothic-57-sonne-2,1059,Gothic,57-sonne,sunno,sunno,s u nː o,,557564,,,^ sunno $,default,Sonne,Sonne-2,2805-sunno
Gothic-311-tisch-1,1073,Gothic,311-tisch,biuþs*,biuþs,b ɪ u θ s,,557564,,,^ biuþs $,default,Tisch,Tisch-1,530-bius
Gothic-311-tisch-2,1074,Gothic,311-tisch,mes,mes,m e s,,557564,,,^ mes $,default,Tisch;  Schüssel;  Platte;  Kelter,Tisch-2,2072-mes
Gothic-887-nehmen-1,1076,Gothic,887-nehmen,niman,niman,n ɪ m a n,,557564,,,^ niman $,default,fangen; nehmen;  annehmen;  aufnehmen;  empfangen,nehmen-1,2206-niman
Gothic-887-nehmen-2,1077,Gothic,887-nehmen,fra-niman,franiman,ɸ r a n ɪ m a n,,557564,,,^ franiman $,default,nehmen,nehmen-2,2212-franiman
Gothic-983-reden-1,1078,Gothic,983-reden,maþljan,maþljan,m a θ l j a n,,557564,,,^ maþljan $,default,reden,reden-1,2038-maljan
Gothic-983-reden-2,1079,Gothic,983-reden,rodjan,rodjan,r o ð j a n,,557564,,,^ rodjan $,default,reden; sprechen,reden-2,2398-rodjan
Gothic-805-probieren-1,1081,Gothic,805-probieren,kausjan,kausjan,k ɔ s j a n,,557564,,,^ kausjan $,default,kosten;  kennen lernen,kosten-1,1704-kausjan
Gothic-910-lehren-1,1084,Gothic,910-lehren,laisjan,laisjan,l ɛ s j a n,,557564,,,^ laisjan $,default,lehren,lehren-1,1784-laisjan
Gothic-910-lehren-2,1086,Gothic,910-lehren,talzjan,talzjan,t a l z j a n,,557564,,,^ talzjan $,default,ziehen; lehren;  unterrichten,lehren-3,2906-talzjan
Gothic-421-lehrer-1,1088,Gothic,421-lehrer,laisareis,laisareis,l ɛ s a r i s,,557564,,,^ laisareis $,default,Lehrer,Lehrer-1,1781-laisareis
Gothic-421-lehrer-2,1089,Gothic,421-lehrer,talzjands,talzjands,t a l z j a n d s,,557564,,,^ talzjands $,default,Lehrer,Lehrer-2,2907-talzjands
Gothic-51-trane-1,1090,Gothic,51-trane,tagr,tagr,t a ɣ r̥,,557564,,,^ tagr $,default,Zähre;  Träne,Trane-1,2882-tagr
Gothic-895-zerreien-1,1094,Gothic,895-zerreien,dis-tairan,distairan,d ɪ s t ɛ r a n,,557564,,,^ distairan $,default,zerreißen,zerreien-4,2900-distairan
Gothic-895-zerreien-2,1097,Gothic,895-zerreien,tahjan,tahjan,t a h j a n,,557564,,,^ tahjan $,default,reißen;  zerren,reien-1,2884-tahjan
Gothic-987-erzahlen-1,1099,Gothic,987-erzahlen,us-spillon,usspillon,u sː p ɪ lː o n,,557564,,,^ usspillon $,default,verkünden;  erzählen,erzahlen-1,2726-usspillon
Gothic-987-erzahlen-2,1100,Gothic,987-erzahlen,waila-spillon,wailaspillon,w ɛ l a s p ɪ lː o n,,557564,,,^ wailaspillon $,default,verkünden;  erzählen,erzahlen-2,2727-wailaspillon
Gothic-662-zehn-1,1101,Gothic,662-zehn,taihun,taihun,t ɛ h u n,,557564,,,^ taihun $,default,zehn,zehn-1,2888-taihun
Gothic-638-das-1,1103,Gothic,638-das,jains,jains,j ɛ n s,,557564,,,^ jains $,default,jener,jener-1,1634-jains
Gothic-594-dann-1,1105,Gothic,594-dann,þan,þan,θ a n,,557564,,,^ þan $,default,darauf; dann,dann-1,3010-an
Gothic-609-dort-1,1108,Gothic,609-dort,jainar,jainar,j ɛ n a r,,557564,,,^ jainar $,default,an jenem Ort;  dort,dort-1,1630-jainar
Gothic-609-dort-2,1109,Gothic,609-dort,þar,þar,θ a r,,557564,,,^ þar $,default,dort,dort-2,3019-ar
Gothic-271-sache-1,1114,Gothic,271-sache,waihts,waihts,w ɛ h t s,,557564,,,^ waihts $,default,Ding;  Sache;  Etwas,Ding-1,3391-waihts
Gothic-271-sache-2,1115,Gothic,271-sache,waihts,waihts,w ɛ h t s,,557564,,,^ waihts $,default,Ding;  Sache;  Etwas,Sache-1,3391-waihts
Gothic-993-denken-1,1116,Gothic,993-denken,fraþjan,fraþjan,ɸ r a θ j a n,,557564,,,^ fraþjan $,default,denken,denken-1,879-frajan
Gothic-993-denken-2,1119,Gothic,993-denken,þagkjan,þagkjan,θ a ŋ k j a n,,557564,,,^ þagkjan $,default,denken;  überlegen,denken-4,2997-agkjan
Gothic-581-dritter-1,1120,Gothic,581-dritter,þridja,þridja,θ r ɪ ð j a,,557564,,,^ þridja $,default,der dritte,derdritte-1,3111-ridja
Gothic-637-dies-1,1124,Gothic,637-dies,hita,hita,h ɪ t a,,557564,,,^ hita $,default,dieser,dieser-3,1378-hita
Gothic-637-dies-2,1127,Gothic,637-dies,þata,þata,θ a t a,,557564,,,^ þata $,default,dieser; der,dieser-6,3028-ata
Gothic-610-dorthin-1,1128,Gothic,610-dorthin,jaind,jaind,j ɛ n d,,557564,,,^ jaind $,default,dorthin,dorthin-1,1631-jaind
Gothic-610-dorthin-2,1129,Gothic,610-dorthin,jaindre,jaindre,j ɛ n d r e,,557564,,,^ jaindre $,default,dorthin,dorthin-2,1632-jaindre
Gothic-641-du-1,1130,Gothic,641-du,du,du,d u,,557564,,,^ du $,default,du,du-1,695-du
Gothic-641-du-2,1131,Gothic,641-du,þu,þu,θ u,,557564,,,^ þu $,default,du,du-2,3118-u
Gothic-219-gedanke-1,1134,Gothic,219-gedanke,gamitons,gamitons,ɡ a m ɪ t o n s,,557564,,,^ gamitons $,default,Gedanke,Gedanke-1,1073-gamitons
Gothic-219-gedanke-2,1135,Gothic,219-gedanke,mitons,mitons,m ɪ t o n s,,557564,,,^ mitons $,default,Gedanke; Überlegung,Gedanke-2,2108-mitons
Gothic-674-tausend-1,1137,Gothic,674-tausend,þūsundi,þusundi,θ u s u n d ɪ,,557564,,,^ þusundi $,default,tausend,tausend-1,3126-usundi
Gothic-655-drei-1,1139,Gothic,655-drei,þreis*,þreis,θ r i s,,557564,,,^ þreis $,default,drei,drei-1,3110-reis
Gothic-633-durch-1,1141,Gothic,633-durch,þairh,þairh,θ ɛ r h,,557564,,,^ þairh $,default,durch,durch-1,3005-airh
Gothic-877-werfen-1,1142,Gothic,877-werfen,wairpan,wairpan,w ɛ r p a n,,557564,,,^ wairpan $,default,werfen,werfen-1,3407-wairpan
Gothic-84-donner-1,1143,Gothic,84-donner,þeiƕo,þeiƕo,θ i ʍ o,,557564,,,^ þeiƕo $,default,Donner,Donner-1,3057-eio
Gothic-857-binden-1,1146,Gothic,857-binden,ga-bindan,gabindan,ɡ a β ɪ n d a n,,557564,,,^ gabindan $,default,binden,binden-1,514-gabindan
Gothic-449-zeit-1,1152,Gothic,449-zeit,þeihs,þeihs,θ i h s,,557564,,,^ þeihs $,default,Zeit,Zeit-5,3056-eihs
Gothic-585-zusammen-1,1157,Gothic,585-zusammen,samana,samana,s a m a n a,,557564,,,^ samana $,default,zusammen;  zugleich,zusammen-1,2478-samana
Gothic-585-zusammen-2,1158,Gothic,585-zusammen,samaþ,samaþ,s a m a θ,,557564,,,^ samaþ $,default,zusammen; nach einem und demselben Ort hin,zusammen-2,2483-sama
Gothic-592-morgen-1,1159,Gothic,592-morgen,gistradagis,gistradagis,ɡ ɪ s t r a ð a ɣ ɪ s,,557564,,,^ gistradagis $,default,morgen,morgen-1,1174-gistradagis
Gothic-6-zunge-1,1161,Gothic,6-zunge,tuggo,tuggo,t u ŋ ɡ o,,557564,,,^ tuggo $,default,Zunge,Zunge-1,2976-tuggo
Gothic-5-zahn-1,1162,Gothic,5-zahn,tunþus,tunþus,t u n θ u s,,557564,,,^ tunþus $,default,Zahn,Zahn-1,2983-tunus
Gothic-825-beruhren-1,1163,Gothic,825-beruhren,at-tekan,attekan,a tː e k a n,,557564,,,^ attekan $,default,berühren,beruhren-1,2931-attekan
Gothic-406-stadt-1,1165,Gothic,406-stadt,baurgs,baurgs,b ɔ r ɡ s,,557564,,,^ baurgs $,default,Turm;  Burg;  Stadt,Stadt-1,480-baurgs
Gothic-406-stadt-2,1166,Gothic,406-stadt,haims*,haims,h ɛ m s,,557564,,,^ haims $,default,Stadt,Stadt-2,1261-haims
Gothic-992-ubersetzen-1,1167,Gothic,992-ubersetzen,ufar-leiþan,ufarleiþan,u ɸ a r l i θ a n,,557564,,,^ ufarleiþan $,default,übersetzen,ubersetzen-1,1857-ufarleian
Gothic-112-baum-1,1169,Gothic,112-baum,bagms,bagms,b a ɣ m̥ s,,557564,,,^ bagms $,default,Baum,Baum-1,402-bagms
Gothic-562-wahr-1,1173,Gothic,562-wahr,sunjeins,sunjeins,s u n j i n s,,557564,,,^ sunjeins $,default,wahr;  wahrhaft,wahr-1,2800-sunjeins
Gothic-224-wahrheit-1,1174,Gothic,224-wahrheit,sunja,sunja,s u n j a,,557564,,,^ sunja $,default,Wahrheit,Wahrheit-1,2798-sunja
Gothic-787-versuchen-1,1175,Gothic,787-versuchen,fraisan,fraisan,ɸ r ɛ s a n,,557564,,,^ fraisan $,default,versuchen,versuchen-1,858-fraisan
Gothic-787-versuchen-2,1176,Gothic,787-versuchen,us-fraisan,usfraisan,u s ɸ r ɛ s a n,,557564,,,^ usfraisan $,default,versuchen,versuchen-2,859-usfraisan
Gothic-306-rohr-1,1177,Gothic,306-rohr,raus,raus,r ɔ s,,557564,,,^ raus $,default,Rohr,Rohr-1,2356-raus
Gothic-756-hinfallen-1,1179,Gothic,756-hinfallen,ga-driusan,gadriusan,ɡ a ð r ɪ u s a n,,557564,,,^ gadriusan $,default,hinfallen,hinfallen-1,684-gadriusan
Gothic-844-wenden-1,1180,Gothic,844-wenden,wandjan,wandjan,w a n d j a n,,557564,,,^ wandjan $,default,wenden,wenden-1,3451-wandjan
Gothic-844-wenden-2,1181,Gothic,844-wenden,ga-wandjan,gawandjan,ɡ a w a n d j a n,,557564,,,^ gawandjan $,default,wenden,wenden-2,3455-gawandjan
Gothic-664-zwolf-1,1182,Gothic,664-zwolf,twalif,twalif,t w a l ɪ ɸ,,557564,,,^ twalif $,default,zwölf,zwolf-1,2986-twalif
Gothic-116-zweig-1,1184,Gothic,116-zweig,tains,tains,t ɛ n s,,557564,,,^ tains $,default,Zweig,Zweig-1,2899-tains
Gothic-618-hinauf-1,1190,Gothic,618-hinauf,iup,iup,ɪ u p,,557564,,,^ iup $,default,aufwärts,aufwarts-1,1614-iup
Gothic-623-sehr-1,1194,Gothic,623-sehr,abraba,abraba,a β r a β a,,557564,,,^ abraba $,default,sehr,sehr-1,10-abraba
Gothic-405-dorf-1,1195,Gothic,405-dorf,weihs,weihs,w i h s,,557564,,,^ weihs $,default,heilig; Dorf;  Weiler,Dorf-1,3501-weihs
Gothic-437-gewalt-1,1196,Gothic,437-gewalt,waldufni,waldufni,w a l d u ɸ n ɪ,,557564,,,^ waldufni $,default,Gewalt;  Macht über,Gewalt-1,3434-waldufni
Gothic-918-besuchen-1,1198,Gothic,918-besuchen,ga-weison,gaweison,ɡ a w i s o n,,557564,,,^ gaweison $,default,besorgen; heimsuchen;  besuchen,besuchen-1,3513-gaweison
Gothic-234-stimme-1,1199,Gothic,234-stimme,stibna,stibna,s t ɪ β n a,,557564,,,^ stibna $,default,Stimme,Stimme-1,2770-stibna
Gothic-783-warten-1,1200,Gothic,783-warten,wenjan,wenjan,w e n j a n,,557564,,,^ wenjan $,default,warten;  hoffen auf,warten-1,3525-wenjan
Gothic-742-aufwachen-1,1201,Gothic,742-aufwachen,ga-waknan,gawaknan,ɡ a w a k n a n,,557564,,,^ gawaknan $,default,erwachen,erwachen-1,3431-gawaknan
Gothic-757-laufen-1,1203,Gothic,757-laufen,gaggan,gaggan,ɡ a ŋ ɡ a n,,557564,,,^ gaggan $,default,gehen,gehen-1,983-gaggan
Gothic-757-laufen-2,1204,Gothic,757-laufen,rinnan,rinnan,r ɪ nː a n,,557564,,,^ rinnan $,default,rennen;  laufen,laufen-1,2378-rinnan
Gothic-293-gang-1,1205,Gothic,293-gang,sinþs*,sinþs,s ɪ n θ s,,557564,,,^ sinþs $,default,Gang,Gang-1,2572-sins
Gothic-814-wollen-1,1207,Gothic,814-wollen,munan,munan,m u n a n,,557564,,,^ munan $,default,meinen;  glauben;  dafür halten; etw. zu tun gedenken;  wollen,wollen-1,2131-munan
Gothic-814-wollen-2,1208,Gothic,814-wollen,wiljan,wiljan,w ɪ l j a n,,557564,,,^ wiljan $,default,wollen,wollen-2,3544-wiljan
Gothic-63-wasser-1,1215,Gothic,63-wasser,wato,wato,w a t o,,557564,,,^ wato $,default,Wasser,Wasser-1,3473-wato
Gothic-643-wir-1,1217,Gothic,643-wir,weis,weis,w i s,,557564,,,^ weis $,default,wir,wir-1,3510-weis
Gothic-539-schwach-1,1218,Gothic,539-schwach,lasiws,lasiws,l a s ɪ w s,,557564,,,^ lasiws $,default,schwach,schwach-1,1796-lasiws
Gothic-539-schwach-2,1219,Gothic,539-schwach,siuks,siuks,s ɪ u k s,,557564,,,^ siuks $,default,schwach; krank,schwach-2,2587-siuks
Gothic-428-reichtum-1,1221,Gothic,428-reichtum,gabei,gabei,ɡ a β i,,557564,,,^ gabei $,default,Reichtum,Reichtum-1,951-gabei
Gothic-400-brunnen-1,1226,Gothic,400-brunnen,brunna,brunna,b r u nː a,,557564,,,^ brunna $,default,Brunnen,Brunnen-1,576-brunna
Gothic-297-westen-1,1227,Gothic,297-westen,saggqa,saggqa,s a ŋ ɡ kʷ a,,557564,,,^ saggqa $,default,Untergang;  Westen,Westen-1,2421-saggqa
Gothic-646-was-1,1229,Gothic,646-was,ƕe,ƕe,ʍ e,,557564,,,^ ƕe $,default,wem;  mit wem;  womit,womit-1,1509-e
Gothic-648-wo-1,1230,Gothic,648-wo,ƕar,ƕar,ʍ a r,,557564,,,^ ƕar $,default,wo,wo-1,1493-ar
Gothic-648-wo-2,1231,Gothic,648-wo,þarei,þarei,θ a r i,,557564,,,^ þarei $,default,wo,wo-2,3024-arei
Gothic-525-wei-1,1233,Gothic,525-wei,ƕeits,ƕeits,ʍ i t s,,557564,,,^ ƕeits $,default,weiß,wei-1,1518-eits
Gothic-525-wei-2,1234,Gothic,525-wei,lais,lais,l ɛ s,,557564,,,^ lais $,default,weiß,wei-2,1780-lais
Gothic-649-wohin-1,1235,Gothic,649-wohin,ƕad,ƕad,ʍ a ð,,557564,,,^ ƕad $,default,wohin,wohin-1,1481-ad
Gothic-649-wohin-2,1238,Gothic,649-wohin,þadei,þadei,θ a ð i,,557564,,,^ þadei $,default,wohin,wohin-4,2995-adei
Gothic-647-wer-1,1239,Gothic,647-wer,ƕarjis,ƕarjis,ʍ a r j ɪ s,,557564,,,^ ƕarjis $,default,wer,wer-1,1495-arjis
Gothic-647-wer-2,1240,Gothic,647-wer,ƕas,ƕas,ʍ a s,,557564,,,^ ƕas $,default,wer?,wer-2,1497-as
Gothic-485-breit-1,1243,Gothic,485-breit,braiþs,braiþs,b r ɛ θ s,,557564,,,^ braiþs $,default,breit,breit-1,558-brais
Gothic-61-wind-1,1247,Gothic,61-wind,winds,winds,w ɪ n d s,,557564,,,^ winds $,default,Wind,Wind-1,3554-winds
Gothic-317-fenster-1,1248,Gothic,317-fenster,augadauro,augadauro,ɔ ɣ a ð ɔ r o,,557564,,,^ augadauro $,default,Fenster,Fenster-1,358-augadauro
Gothic-970-abwischen-1,1251,Gothic,970-abwischen,af-swairban,afswairban,a ɸ s w ɛ r b a n,,557564,,,^ afswairban $,default,auslöschen; abwischen,abwischen-1,2823-afswairban
Gothic-970-abwischen-2,1252,Gothic,970-abwischen,bi-swairban,biswairban,b ɪ s w ɛ r b a n,,557564,,,^ biswairban $,default,abwischen;  abtrocknen mit,abwischen-2,2824-biswairban
Gothic-147-wolf-1,1253,Gothic,147-wolf,wulfs,wulfs,w u l ɸ s,,557564,,,^ wulfs $,default,Wolf,Wolf-1,3625-wulfs
Gothic-194-frau-1,1254,Gothic,194-frau,qino,qino,kʷ ɪ n o,,557564,,,^ qino $,default,femina;  Weib,Weib-1,2300-qino
Gothic-299-holz-1,1255,Gothic,299-holz,triu,triu,t r ɪ u,,557564,,,^ triu $,default,Holz;  Prügel,Holz-1,2969-triu
Gothic-364-wolle-1,1256,Gothic,364-wolle,wulla,wulla,w u lː a,,557564,,,^ wulla $,default,Wolle,Wolle-1,3626-wulla
Gothic-235-wort-1,1257,Gothic,235-wort,waurd,waurd,w ɔ r d,,557564,,,^ waurd $,default,Wort,Wort-1,3474-waurd
Gothic-946-arbeiten-1,1258,Gothic,946-arbeiten,arbaidjan,arbaidjan,a r b ɛ ð j a n,,557564,,,^ arbaidjan $,default,arbeiten;  dulden,arbeiten-1,300-arbaidjan
Gothic-245-arbeit-1,1259,Gothic,245-arbeit,arbaiþs,arbaiþs,a r b ɛ θ s,,557564,,,^ arbaiþs $,default,Drangsal; Arbeit,Arbeit-1,304-arbais
Gothic-417-arbeiter-1,1260,Gothic,417-arbeiter,waurstwa,waurstwa,w ɔ r s t w a,,557564,,,^ waurstwa $,default,Arbeiter,Arbeiter-1,3487-waurstwa
Gothic-417-arbeiter-2,1261,Gothic,417-arbeiter,waurstwja,waurstwja,w ɔ r s t w j a,,557564,,,^ waurstwja $,default,Arbeiter,Arbeiter-2,3490-waurstwja
Gothic-429-welt-1,1262,Gothic,429-welt,fairƕus,fairƕus,ɸ ɛ r ʍ u s,,557564,,,^ fairƕus $,default,Welt,Welt-1,746-fairus
Gothic-429-welt-2,1263,Gothic,429-welt,manaseþs,manaseþs,m a n a s e θ s,,557564,,,^ manaseþs $,default,Welt;  Menschheit,Welt-2,1997-manases
Gothic-164-wurm-1,1264,Gothic,164-wurm,maþa,maþa,m a θ a,,557564,,,^ maþa $,default,Wurm,Wurm-1,2035-maa
Gothic-164-wurm-2,1265,Gothic,164-wurm,waurms,waurms,w ɔ r m̥ s,,557564,,,^ waurms $,default,Wurm;  Schlange,Wurm-2,3485-waurms
Gothic-396-wunde-1,1266,Gothic,396-wunde,banja*,banja,b a n j a,,557564,,,^ banja $,default,Schlag;  Wunde,Wunde-1,450-banja
Gothic-1009-schreiben-1,1268,Gothic,1009-schreiben,meljan,meljan,m e l j a n,,557564,,,^ meljan $,default,schreiben,schreiben-1,2054-meljan
Gothic-1009-schreiben-2,1269,Gothic,1009-schreiben,ga-meljan,gameljan,ɡ a m e l j a n,,557564,,,^ gameljan $,default,schreiben,schreiben-2,2057-gameljan
Gothic-457-jahr-1,1270,Gothic,457-jahr,ataþni*,ataþni,a t a θ n ɪ,,557564,,,^ ataþni $,default,Jahr,Jahr-1,343-atani
Gothic-457-jahr-2,1271,Gothic,457-jahr,jer,jer,j e r,,557564,,,^ jer $,default,Jahr,Jahr-2,1642-jer
Gothic-644-ihr-1,1275,Gothic,644-ihr,jūs,jus,j u s,,557564,,,^ jus $,default,ihr,ihr-1,1656-jus
Gothic-567-jung-1,1277,Gothic,567-jung,juggs,juggs,j u ŋ ɡ s,,557564,,,^ juggs $,default,jung;  jugendlich,jung-1,1652-juggs

